names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic,business_id
Amsterdam Cafe,0.290647801,0.231805925,0.38261441,0.01959934,0.029448078,0.034582978,0.029115058,0.544390401,0.223918952,0.106845437,0.00413187,0.083791028,good_topic3,"bad_topic2,bad_topic3,bad_topic4",qdk-HBxXJhOCp_wnv3H5sQ
Amsterdam Falafelshop,0.410562033,0.079626137,0.12131003,0.165270139,0.015979726,0.199686122,0,0.436041683,0.452750623,0,0,0.103334337,good_topic1,"bad_topic2,bad_topic3,bad_topic6",bU5tVs6IoXDeplQDl1QADw
Ancestry Brewing,0.079425769,0.039448218,0.077318086,0.178903117,0.203945477,0.410321839,0.018466857,0.599710882,0.161424607,0.082649512,0.012194447,0.118055853,good_topic6,"bad_topic2,bad_topic3,bad_topic6",6n3zj95E1LTpegmdrzf98g
Anchor Bar,0,0.117364938,0.157092527,0.070345274,0.199453233,0.444596906,0.006599067,0.439224574,0.328111868,0.095408626,0.015169513,0.107408305,good_topic6,"bad_topic2,bad_topic3,bad_topic6",OuoUWFO8Jho-u-DaODgCwA
Anchor End Eurocafe & Bakery,0.191937185,0.401338224,0.089846897,0.054638522,0.074718282,0.176881825,0.056361675,0.428168893,0.171709672,0.21681191,0,0.124552228,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",IPiQgIbMc9opmoXaY_vKUA
Andre's Burger Shack,0,0,0,0.274508029,0.163615361,0.545146465,0.0248848,0.590022991,0.141946738,0.075994613,0,0.162891805,good_topic6,"bad_topic2,bad_topic3,bad_topic6",N3vUNFyKQK7w3vyqlk83EQ
Andre's Cafe,0.158735138,0.192357251,0.248849563,0.107191529,0.236633833,0.047338985,0.047643202,0.528238585,0.193797728,0.124493233,0.020367361,0.078288145,good_topic3,"bad_topic2,bad_topic3,bad_topic4",gZE88NYQbY3bQG87tjvQkw
Andrea Quality Cheesecake,0.25748439,0.123212743,0.227716832,0.085692875,0.29507292,0,0.009673714,0.561088976,0.227001,0.074337794,0,0.122566397,good_topic5,"bad_topic2,bad_topic3,bad_topic6",CYvTr9FyNWmnyn4Fqud0QA
Andys Breakfast & Lunch,0.109224526,0.535309125,0.044314526,0.057250314,0.220862306,0.021712162,0,0.547069043,0.230164563,0.161983525,0,0.047519282,good_topic2,"bad_topic2,bad_topic3,bad_topic4",r39ZmG-Qp9QgS_uhuuQPrQ
Angelina's,0.034410249,0.684733089,0.111890773,0.007935868,0.127416236,0.022281429,0.032616052,0.488647773,0.21054585,0.105161506,0.006650596,0.150069034,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",OKr3GRdooEfVMsOJ8GGpdw
Angelina's Sandwich Shop,0.292917803,0.06499432,0.153894889,0.070232123,0.40508336,0,0.078175153,0.539437903,0.141279854,0.108697733,0.050276773,0.075177243,good_topic5,"bad_topic2,bad_topic3,bad_topic4",M170fFs0-QPcljkQc2d0qA
Angora Cafe,0.150092897,0.351057711,0.345853311,0.008133313,0.074893048,0.061355919,0.048049702,0.50108961,0.219259887,0.143460823,0.007518948,0.073189249,good_topic2,"bad_topic2,bad_topic3,bad_topic4",fnH2j1K_M6pxuuYPF3S2Zw
Anh Hong Restaurant,0.463392064,0.064867917,0.103850402,0.011214231,0.284225468,0.062428747,0.021537249,0.462170353,0.228161451,0.139118243,0.005145834,0.136477533,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",d3G94W1ah2r-RTK5FwBGRw
Ann's Snack Bar,0.005424932,0.023104679,0.393763826,0.439289514,0.098668386,0.031288034,0.019218551,0.532190286,0.192228293,0.091355247,0.036278262,0.122026523,good_topic4,"bad_topic2,bad_topic3,bad_topic6",2USXU4BeqG7MMa-qFILsDQ
Anna Bannanas St. Johns,0.022206278,0.337681695,0.318895013,0,0.0675411,0.243832058,0.037639742,0.454298296,0.335902961,0.097879691,0.009534503,0.055422345,good_topic2,"bad_topic2,bad_topic3",cAgDWbcEufj8BIwt0IoO4A
Anna's Hand Cut Donuts,0.052570237,0.070546845,0.852787144,0,0.009459566,0.000985274,0.02891063,0.497420625,0.287537232,0.121223191,0,0.055752111,good_topic3,"bad_topic2,bad_topic3,bad_topic4",bJfM1RV1-EHIoIK5sikvBA
Annie's,0,0.047641481,0.200687277,0.578846329,0.130045152,0.030703323,0.007305224,0.555363109,0.154184524,0.14424671,0.009955219,0.120182323,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",WLNm0iFedgvuo4Ng0aiJzA
Annie's Cafe & Bar,0.112595203,0.359256865,0.098272201,0.030779031,0.240566876,0.14956052,0.033741268,0.530458162,0.227842698,0.088858239,0.006572224,0.107127262,good_topic2,"bad_topic2,bad_topic3,bad_topic6",r_5oHnhySNH4CrL0hGMR2A
Annie's Restaurant,0,0.058948302,0.14479441,0.722227591,0,0.056771159,0.011165355,0.529628983,0.142869177,0.124361855,0.026056997,0.156223855,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",hNSFxaBUGviMM0-kXbDKAA
Another Broken Egg Cafe,0.04165525,0.443027957,0.048289327,0.020975634,0.41775896,0.017144345,0.031107523,0.448825547,0.289886373,0.112373779,0.006961642,0.10402976,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",r7JOeuv_9wlaqkrHEDQddw
Anthony's Italian Specialties,0.35346926,0.031999118,0.416943466,0.001443938,0.159825153,0.026137216,0.042091319,0.457738945,0.247385122,0.13075549,0.01520012,0.10091641,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",5FcpaLYKrsAonVrz8GN0cw
Apple Spice,0.510236314,0.008118466,0.10729562,0,0.361022804,0,0.044629309,0.450168222,0.36940968,0.078635342,0,0.05579979,good_topic1,"bad_topic2,bad_topic3",Pb283LeZfUn3GGBZYbNn9w
Apple Spice Junction,0.113987516,0.318845163,0.192717881,0,0.36571114,0,0,0.497261412,0.21702515,0.130879365,0.021486353,0.127442433,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",r2LX71gTmkoq6LjOXURA5A
Applebee's,0.031222108,0,0.127306706,0.067762877,0.479332378,0.285599934,0.022158743,0.532289545,0.231701223,0.108379174,0.002738848,0.096212193,good_topic5,"bad_topic2,bad_topic3,bad_topic4",E1HyyDPiCCE4lasMiDXlVw
Applebee's Grill + Bar,0.060755333,0.022633683,0.116790531,0.042393572,0.649874393,0.095274025,0.021909789,0.527948114,0.229876884,0.107900355,0.007761487,0.097205745,good_topic5,"bad_topic2,bad_topic3,bad_topic4",zqCGse_kF3cFPv-Cv2L0IQ
April's II,0.156962859,0.380997119,0.060552493,0.028996889,0.357856009,0.005890555,0,0.78764993,0,0,0.156150967,0.036902793,good_topic2,"bad_topic2,bad_topic5",yZaDQjZ18dG13QnFnQ8Gow
April's Pub & Grill,0.058037729,0.383509076,0.078071716,0.012533896,0.379383521,0.077672471,0.031274329,0.538662854,0.221490605,0.096863271,0,0.104879173,good_topic2,"bad_topic2,bad_topic3,bad_topic6",IEO8uz0kCURrYBeBcdGB-g
Aquamarine,0.071410976,0.154078089,0,0,0.556992859,0.211024642,0,0.52699403,0.213173326,0.125836586,0,0.124277184,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ppKhzoe2SaRmRiCLwyELmA
Arby's,0.079208463,0.041763029,0.400457559,0.121408597,0.327096499,0.019394754,0.025262684,0.536564387,0.222986032,0.09879981,0.01294564,0.094583964,good_topic3,"bad_topic2,bad_topic3",bvG5HPYBbs8PGp0HWi7sGw
Arby's Roast Beef,0.08393841,0.088772321,0.303643057,0.157821429,0.351150557,0.006233268,0,0.748078823,0.235785797,0,0,0,good_topic5,"bad_topic2,bad_topic3",OPj9g9S9OT6ErCtTzj0W7Q
Arbys,0.134033779,0.038039225,0.387234559,0.149625368,0.270853277,0.011978768,0.037583965,0.560613737,0.214733856,0.11213035,0.001487229,0.065927373,good_topic3,"bad_topic2,bad_topic3,bad_topic4",bQhebB_tYHfFX2gRtd7fCg
Arbys Wall Kiosk,0,0.039829161,0.395199805,0,0.560625017,0,0,0.785206884,0.070849508,0,0,0.123619959,good_topic5,"bad_topic2,bad_topic6",J_F20S6tdby_1vYl2q0ROw
Arcadia,0.164725732,0.184267734,0.110681271,0.016645866,0.215371604,0.301433904,0.011077671,0.595942895,0.256482278,0.037934964,0,0.093117577,good_topic6,"bad_topic2,bad_topic3",9G4iXmL8_mEqx5Z2tmpLew
Archie's New York Deli,0.090201368,0.470140997,0.309213823,0.01803909,0.087981711,0.012723844,0.023074296,0.616898549,0.134269956,0.097878171,0.01743244,0.098724695,good_topic2,"bad_topic2,bad_topic3",#NAME?
Area 4 Restaurant,0.057749041,0.16455632,0.024203142,0.023281229,0.489224556,0.228360042,0.021239861,0.51298171,0.23711211,0.101800821,0.003854996,0.116301762,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",b_TPzE7apFEixKw8nUrxwg
Area 52 Bar & Grill,0,0,0.167915803,0.070724609,0.03848823,0.709023517,0.029872613,0.577277622,0.25544424,0.038674591,0.0158796,0.068789169,good_topic6,"bad_topic2,bad_topic3",YKrKQ5opZHxHZj4ayn-2Mg
Area Four Food Truck,0.784384469,0.113733868,0.06484889,0,0,0.024169688,0,0.619614787,0.102274694,0.166000146,0,0.102165025,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",ZLJ9tTccGxqQF10F45m7Fw
Arena Sandwich Co. Cheesesteaks,0.168245591,0.095813826,0.34383031,0.113204155,0.238681152,0.032655705,0,0.477006286,0.32227698,0.129265398,0.022008928,0.048429664,good_topic3,"bad_topic2,bad_topic3,bad_topic4",UvkgHqv1BG1Zrsy6IxecEQ
Arepa Burger,0.454236635,0.088163733,0.177401182,0.099087113,0.155815463,0.014500178,0.02344752,0.521062389,0.164069014,0.143951227,0.006652288,0.129439416,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",Nom6gyrxOhI0nP4csiEA1g
Argan Bistro,0.276115099,0.076438597,0.0638972,0.010868361,0.1600476,0.403432578,0,0.712546617,0.167854048,0.074587442,0,0.036590714,good_topic6,"bad_topic2,bad_topic3",LDYX0p9b3pGfQDCh6b6zhg
Argentina PDX,0.219586983,0,0,0,0.364515901,0.403684646,0.035251647,0.455519646,0.312568955,0.056356832,0,0.129457802,good_topic6,"bad_topic2,bad_topic3,bad_topic6",_jVEc-EyGTvdqWbet6SIAw
Argos Diner,0.105511525,0.4579857,0.133059665,0.052077915,0.17238383,0.066454891,0.01608104,0.566987363,0.18028021,0.083763038,0.00914748,0.136863012,good_topic2,"bad_topic2,bad_topic3,bad_topic6",YoFWaUD0BQOY_XhxRnaeeg
Aristo Cafe,0.146883638,0.327465214,0.464303889,0,0.036331453,0.018928856,0.033716588,0.587457905,0.281424068,0.053068782,0,0.040136362,good_topic3,"bad_topic2,bad_topic3",mCcj-NeeYUtdwYFqIAUaVA
Arlo's,0.037130886,0.076082006,0.104684069,0.671850332,0.068366362,0.029332518,0.024618309,0.538301774,0.200858772,0.079934258,0.001552789,0.146747388,good_topic4,"bad_topic2,bad_topic3,bad_topic6",Vqhv-LUPrvmO9r2Z3xxNRw
Aroma Bistro & Cafe,0.38602826,0.227949376,0.30923829,0,0,0.068993563,0.013600882,0.372318767,0.302783981,0.221524291,0,0.085434437,good_topic1,"bad_topic2,bad_topic3,bad_topic4",ePowJEr4SDyVz1h4XtMBrg
Art's Sandwich Shop,0.078095801,0.059867555,0.492244485,0.070684009,0.222022546,0.067269946,0,0.623769805,0.141977413,0.153978951,0.014572599,0.056482226,good_topic3,"bad_topic2,bad_topic3,bad_topic4",eJGAiErXZdngKtoL1TC69w
Artesanal,0.159460985,0,0.1331885,0.522949149,0.045766575,0.1266303,0,0.243085355,0.328417659,0.145793185,0,0.277955145,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",Wq0WgCjqBef25G7ekK42XA
Arthur's Deli & Variety,0.382847548,0,0.388103445,0,0.074710409,0.144546365,0,0.507938206,0.345342457,0.144142777,0,0,good_topic3,"bad_topic2,bad_topic3,bad_topic4",F3vSaqwa-aQb1Ep592X1-g
Article 24,0.116344706,0.157563442,0.049186205,0.089129077,0.270753614,0.307830609,0.01785944,0.523585052,0.220629993,0.109983144,0.009054539,0.112366987,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",GHmjQQuQya93blcsHHLDjQ
Arts At the Armory Cafe,0,0.351761589,0.32499064,0.01873014,0,0.294923221,0.055112562,0.605549954,0.084911454,0.086045448,0.030371451,0.13340288,good_topic2,"bad_topic2,bad_topic6",KM3indCr4OEejO8FPoYtBg
Arturo's Underground Cafe,0.07899407,0.576559212,0.116454248,0.036469645,0.104026569,0.075894914,0.029317129,0.523990216,0.21409684,0.109927827,0,0.116129032,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",eZE0FdYB9rUvbuPS4fNyYA
As Good As It Gets Cafe,0.042304795,0.585591043,0.120474214,0.047052418,0.162071913,0.031607157,0.026420046,0.525511131,0.22695672,0.116740287,0,0.097418036,good_topic2,"bad_topic2,bad_topic3,bad_topic4",iPbKAH4Mp5d_25Fr-xYeQw
Ashmont Market & Liquor,0.236470213,0,0.409016381,0,0.118312894,0.22191948,0,0.55672127,0.17028892,0.056520723,0.056859054,0.157045886,good_topic3,"bad_topic2,bad_topic3,bad_topic6",6R1sAd6aBfB9s8S7ioLFgQ
Ate-Oh-Ate,0.425935731,0.054801477,0.141358465,0.092132157,0.18026906,0.094820695,0.023759294,0.527170977,0.197005528,0.107571428,0.006546306,0.130978507,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",jVP9O2VtMtKa_KfDYWXiOA
Ate-Oh-Ate Grill,0.447775426,0.061209436,0.091373612,0.073095402,0.192115699,0.122236465,0.013800517,0.54023832,0.186566662,0.105649953,0.004875169,0.14171022,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",QLKsbWFPo-ZbE5--L-d_-g
Athan's Bakery,0.070068209,0.384599084,0.291203389,0.005424557,0.088402565,0.151794273,0.035276327,0.4859537,0.235586775,0.147070819,0.007721732,0.084065952,good_topic2,"bad_topic2,bad_topic3,bad_topic4",97hoiOQ_nih0_uGXQ7HcEQ
Athena Roasted Chicken & Deli,0.49459655,0.154618969,0.092249363,0.004455541,0.164762527,0.079426387,0.030401183,0.540908911,0.270659619,0.047776695,0,0.100243639,good_topic1,"bad_topic2,bad_topic3,bad_topic6",6pgBbLgEogh5CiZLYG92Wg
Atkins Park Restaurant,0.184716578,0.086061608,0.081421205,0.111042201,0.209422765,0.317214154,0.01769243,0.529023303,0.265304313,0.11878258,0,0.063899145,good_topic6,"bad_topic2,bad_topic3,bad_topic4",mm5dPXn4TOeu7YVV1eftxA
Atlanta Braves All Star Grill,0.0490831,0.021976083,0.031955042,0.109069318,0.525509979,0.249466046,0.015393836,0.542176,0.205858765,0.092446195,0.000889586,0.134514095,good_topic5,"bad_topic2,bad_topic3,bad_topic6",WXa65iCNZbQPi-jzkAKoRg
Atlanta Bread,0.193802298,0.156213842,0.282750735,0.026652504,0.301575407,0.027851883,0.024274535,0.507318403,0.266764324,0.093087125,0.013435173,0.085596715,good_topic5,"bad_topic2,bad_topic3",1dpc-M_ZtuE9f4k9DY1dpQ
Atlanta Bread - Dunwoody,0.110164603,0.132079244,0,0,0.740528782,0,0.026924684,0.476767004,0.257144831,0.134417289,0.002031415,0.094047838,good_topic5,"bad_topic2,bad_topic3,bad_topic4",ZucJraLJ2YUmfARGhMB2dQ
Atlanta Bread - Smyrna,0.118784409,0.587418355,0.184448378,0,0.06608096,0.030024702,0.017274817,0.570742136,0.21973589,0.090344215,0.009361783,0.087103052,good_topic2,"bad_topic2,bad_topic3",PgHOR-fD1mA9dXhwyqvYVw
Atlanta Bread Company International-Bakery Division,0,0,0.474312007,0,0.520893455,0,0,0.615174572,0.169689382,0.119498049,0,0.082241803,good_topic5,"bad_topic2,bad_topic3,bad_topic4",l4HMGDifAKXuACYakbCKOQ
Atlanta Fish House & Grill,0.077273921,0.023903506,0.107666096,0.201244747,0.500823641,0.078786843,0.001996027,0.52108109,0.232244723,0.137832724,0.003621658,0.097037829,good_topic5,"bad_topic2,bad_topic3,bad_topic4",onjo9H9K8rNwPa6A0LDrXw
Atlanta's Best Coffee bar,0,0.528571963,0.461033404,0,0,0,0,0.43780644,0.423115643,0.020914354,0.019974236,0.089772858,good_topic2,"bad_topic2,bad_topic3",NIejzWbhUZmhM80RpNAMuw
Atlas,0.129989802,0.025295141,0.069464949,0.022049223,0.394931362,0.349442901,0.015478637,0.444193693,0.255904173,0.158869338,0.037868836,0.083348992,good_topic5,"bad_topic2,bad_topic3,bad_topic4",8CTstZov8LT6t1PCybvFxA
Atmosphere Bistro,0.179783499,0.125693422,0.072691774,0.0073937,0.307026223,0.300688425,0.021562499,0.43150239,0.248437585,0.139331782,0.00400725,0.1502759,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",cA3QgDuVnQhdBvRZpTYjZA
Atomic Cafe,0.060194504,0.41887624,0.370223435,0,0.034133979,0.106176204,0.018932333,0.542789823,0.246679529,0.056477162,0.008681231,0.11826541,good_topic2,"bad_topic2,bad_topic3,bad_topic6",z4HVQUF9GI_9NjVqjS8hMw
Atwood's Tavern,0.083372918,0.026694424,0.129289195,0.062164307,0.108672556,0.580799546,0.026066774,0.491533296,0.249516844,0.11813044,0.01462165,0.093866715,good_topic6,"bad_topic2,bad_topic3,bad_topic4",HkBMQKpmmdCZgxjKLq3HcQ
Au Bon Pain,0.174541055,0.317629152,0.307665605,0.019084729,0.106404047,0.064757395,0.02206476,0.526133473,0.245414604,0.10211644,0.007636611,0.088825884,good_topic2,"bad_topic2,bad_topic3,bad_topic4",kF9_wgRGKstaV-F6vUjurQ
Augusta Subs & Salads,0.316381251,0.092078611,0.288536246,0.153445127,0.070170811,0.066540273,0.041724586,0.360188756,0.270178816,0.172471001,0.044739487,0.10486851,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",3kbpa1aF89g2qCE_S3z0PQ
Aunt Tillie's Deli,0.26266735,0.080628611,0.320476651,0.020578548,0.126107057,0.179187911,0,0.506383568,0.260954618,0.18545039,0,0.03299785,good_topic3,"bad_topic2,bad_topic3,bad_topic4",af0aREgR2W6BSMAofETHug
Auntie Anne's,0,0,0.241683543,0.172645122,0.349521279,0.231809765,0.033869382,0.507691072,0.235753593,0.098724215,0,0.112607645,good_topic5,"bad_topic2,bad_topic3,bad_topic6",xLNzHXDRkSGczrCtnzDy3w
Aurora Coffee,0.002117526,0.38338192,0.436814987,0.003448756,0.033867096,0.129743185,0.016600695,0.470299828,0.364494608,0.079536252,0.011327107,0.051990895,good_topic3,"bad_topic2,bad_topic3",jWFtCzCkTFrkLR2XmeWNMQ
Aurum Hand Pies,0.284003745,0.313209751,0.151284625,0.030838871,0.080611504,0.130430631,0.024279344,0.441333175,0.333282612,0.098114671,0.009613953,0.086334198,good_topic2,"bad_topic2,bad_topic3",G5YGLyVXgd5xbwxZmRYhdg
Aussie's Grill & Beach Bar,0.104479383,0.003321109,0.055944905,0.134056205,0.213776538,0.47565256,0.04041666,0.537600792,0.245703687,0.08712615,0.011475782,0.069882692,good_topic6,"bad_topic2,bad_topic3",c2l14RZhwAsOTk42Q_2sWg
Austin Cheese Company,0.267756906,0.066138916,0.121301526,0.032368472,0.193495864,0.310048567,0,0.62300992,0.29057917,0.080127999,0,0,good_topic6,"bad_topic2,bad_topic3",FRzrDsZ2h8PUx6mJaMPXqw
Austin Daily Press,0.426648486,0.109136781,0.182045586,0.018937604,0.142800807,0.110998438,0.030432697,0.540528997,0.217473123,0.129529782,0.008888469,0.065864051,good_topic1,"bad_topic2,bad_topic3,bad_topic4",oJJcDY2Lt0OiBs6N2t_tdQ
Austin Java,0.070422364,0.434329192,0.208051664,0.043044129,0.123351942,0.110982611,0.015830306,0.509083531,0.278181271,0.081688564,0.009216,0.098030653,good_topic2,"bad_topic2,bad_topic3",hSEdxoRvJ_BiGtnUIDYRLw
Austin Java Barton Springs,0.065777171,0.442273893,0.197986243,0.047255463,0.157805516,0.07961728,0.015804407,0.53727005,0.268092661,0.071879413,0.008021539,0.091876612,good_topic2,"bad_topic2,bad_topic3",nz-Y0iAJQKeTq8MTrApatQ
Austin Rotisserie,0.561432284,0.062793827,0.128202846,0.002493732,0.149084233,0.085486186,0,0.634551242,0.159391675,0.080030043,0.033051953,0.084700138,good_topic1,"bad_topic2,bad_topic3",fDKbXHlYKZsI02j6_qBSAA
Austin's Coffee & Film,0.02734806,0.32451041,0.255815261,0,0.040034447,0.342601881,0.019290765,0.567037484,0.258454592,0.064557697,0,0.08447577,good_topic6,"bad_topic2,bad_topic3",dFppBs7gqGVbyDJXUSnmJw
Auto's Pub,0,0.222423911,0,0.027344967,0.0612116,0.672244601,0.00572412,0.463232623,0.367916208,0.106021473,0.020463845,0.03070728,good_topic6,"bad_topic2,bad_topic3,bad_topic4",v_hJ5C5A0hsrGg61ymG69g
Ava Roasteria,0.02304277,0.470319052,0.276134628,0.002062679,0.073843111,0.142857134,0.022546596,0.517773979,0.288342452,0.095834551,0.014110723,0.054113826,good_topic2,"bad_topic2,bad_topic3",Gc1KNUTbl8I1dL9zIqgRtQ
Avenue B Grocery,0.172975446,0.052878646,0.565936567,0.015286473,0.05993165,0.12414258,0.012674645,0.505146464,0.276477569,0.108652056,0.001919222,0.089727838,good_topic3,"bad_topic2,bad_topic3,bad_topic4",LuDPW0k_L3or4NzWAgu_dQ
Avenue Deli,0.27918245,0.268563544,0.354269191,0.011243459,0.056086387,0.019472402,0.012601815,0.601657304,0.222450043,0.059609986,0.018922052,0.076098813,good_topic3,"bad_topic2,bad_topic3",Qlwsa5Aaiy_9LeiYN9kdYg
Avenue Gastrobar,0.04714979,0.142135567,0.050582003,0.070656343,0.469593707,0.20782509,0.012727861,0.508867371,0.252580381,0.1052395,0.007478626,0.10659626,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",slwVXUCkv1Tz4XaK5VxuWQ
Average Joe's Pub & Grill,0,0.028820572,0.112086501,0.176242156,0.362412252,0.306289609,0.041629224,0.525145012,0.22565319,0.10452813,0.002056128,0.091263918,good_topic5,"bad_topic2,bad_topic3,bad_topic4",Hugk5sa1MxLADPW_e7FItw
Aviv,0.294024824,0.160131078,0.044847099,0.047700999,0.175506166,0.267883248,0.037429431,0.5194667,0.207404195,0.108431834,0.001130301,0.120244359,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",YUYcE5IVcP7skFvpbUzRig
Axum Coffee,0.01310499,0.514764977,0.331650157,0.001008043,0.033044232,0.095076422,0.029045239,0.502050324,0.305863692,0.062862362,0.005395933,0.088111903,good_topic2,"bad_topic2,bad_topic3",S3Ij7fTt7dahnBcAwgn1xg
B Cafe,0.20381129,0.334575721,0.115462827,0.016759042,0.299232749,0.020840025,0.060524152,0.442282696,0.273325118,0.111848713,0.008312612,0.095480808,good_topic2,"bad_topic2,bad_topic3,bad_topic4",uLw8g1aI7RCY0xMwhxf1cg
B Spot,0.119644384,0.03298333,0.036372313,0.476174524,0.214159205,0.110342413,0.033892934,0.514735205,0.185319509,0.156052907,0.010998006,0.092332018,good_topic4,"bad_topic2,bad_topic3,bad_topic4",OKEJh2jaVEZwJe5xRCG9HQ
B Street Coffee House,0.013381373,0.689333861,0.250806206,0,0.025703584,0.006925269,0.03093574,0.537301838,0.306338111,0.064351723,0,0.054188047,good_topic2,"bad_topic2,bad_topic3",ZA3u0Nu5V6TqkcYh8U0zdg
B Sweets Cakes and Desserts,0.205985084,0.425848261,0.358774215,0,0,0,0,0.337606072,0.253708661,0.067775495,0.243361443,0.096636072,good_topic2,"bad_topic2,bad_topic3,bad_topic5",xK5nNxuaTc_g5VgPNv36xg
B. Good,0.114675755,0.167990103,0.257922554,0.411374243,0.017729073,0.021716465,0.031369897,0.572499475,0.196168676,0.10106481,0.011173428,0.080419867,good_topic4,"bad_topic2,bad_topic3,bad_topic4",BTOz5Mmq-nJC92ck48vjKA
B.GOOD,0.0998764,0.331754441,0.186588869,0.21832406,0.126723951,0.025662039,0.038143132,0.529860051,0.194948442,0.102638383,0.007718022,0.118232599,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",pOXNtTJKmBVfkravtYsZCw
B.Good Burgers - Take Out Only,0.05183863,0.558385444,0.13964833,0.028767604,0.207138038,0,0.043009126,0.568093058,0.208231501,0.086803682,0,0.085267755,good_topic2,"bad_topic2,bad_topic3",QcRxCxIFemOduCnAUH4j9A
B.W.'s Grill,0.052549572,0.501596196,0.118861875,0.03180299,0.254788271,0.029150307,0.013229651,0.499427768,0.25011812,0.111354816,0,0.118877954,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",vvdbJynpgj2vrJs12QI7Qw
